,MovieID,Title,Genres,MovieIDm,Year,1,2,3,4,5,n_5_star,n_4_star,n_ratings,WeightedScore
228,235,Ed Wood (1994),Comedy|Drama,m235,1994,35,70,238,382,202,202,382,1511,517.8
1170,1262,"Great Escape, The (1963)",Adventure|War,m1262,1963,0,3,76,273,344,344,273,1313,516.5
708,745,"Close Shave, A (1995)",Animation|Comedy|Thriller,m745,1995,3,2,40,217,395,395,217,1269,516.4000000000001
2308,2502,Office Space (1999),Comedy|Romance,m2502,1999,20,64,197,362,229,229,362,1463,515.7
2262,2455,"Fly, The (1986)",Horror|Sci-Fi,m2455,1986,52,104,368,414,133,133,414,1618,514.3
3309,3543,Diner (1982),Comedy|Drama,m3543,1982,10,33,194,377,225,225,377,1441,513.8
1821,2001,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama,m2001,1989,25,98,318,441,129,129,441,1581,513.0
1091,1179,"Grifters, The (1990)",Crime|Drama|Film-Noir,m1179,1990,14,63,215,397,196,196,397,1478,512.7
1594,1748,Dark City (1998),Film-Noir|Sci-Fi|Thriller,m1748,1998,20,69,215,312,258,258,312,1444,511.4
1539,1676,Starship Troopers (1997),Action|Adventure|Sci-Fi|War,m1676,1997,139,205,333,334,152,152,334,1649,506.0
2892,3108,"Fisher King, The (1991)",Comedy|Drama|Romance,m3108,1991,30,97,267,353,198,198,353,1496,504.09999999999997
2494,2699,Arachnophobia (1990),Action|Comedy|Sci-Fi|Thriller,m2699,1990,104,278,548,384,53,53,384,1804,502.5
1899,2080,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance,m2080,1955,17,43,221,394,189,189,394,1447,502.1
1737,1917,Armageddon (1998),Action|Adventure|Sci-Fi|Thriller,m1917,1998,127,183,303,344,153,153,344,1607,501.1
2159,2352,"Big Chill, The (1983)",Comedy|Drama,m2352,1983,16,44,209,329,240,240,329,1407,500.1
1826,2006,"Mask of Zorro, The (1998)",Action|Adventure|Romance,m2006,1998,26,82,323,418,134,134,418,1535,499.4
1767,1947,West Side Story (1961),Musical|Romance,m1947,1961,12,47,131,266,305,305,266,1332,498.70000000000005
2214,2407,Cocoon (1985),Comedy|Sci-Fi,m2407,1985,21,84,356,423,122,122,423,1551,498.1
1839,2019,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama,m2019,1954,4,11,39,149,425,425,149,1202,497.6
1140,1231,"Right Stuff, The (1983)",Drama,m1231,1983,3,26,131,338,252,252,338,1340,495.4
239,246,Hoop Dreams (1994),Documentary,m246,1994,5,19,109,286,297,297,286,1299,494.1
992,1060,Swingers (1996),Comedy|Drama,m1060,1996,14,49,157,315,251,251,315,1352,490.40000000000003
1420,1544,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,m1544,1997,116,260,447,326,106,106,326,1687,488.20000000000005
1840,2020,Dangerous Liaisons (1988),Drama|Romance,m2020,1988,15,29,158,332,239,239,332,1344,487.9
2825,3039,Trading Places (1983),Comedy,m3039,1983,4,36,225,409,165,165,409,1413,487.8
1832,2012,Back to the Future Part III (1990),Comedy|Sci-Fi|Western,m2012,1990,66,174,451,330,127,127,330,1605,483.5
735,778,Trainspotting (1996),Drama,m778,1996,30,36,119,315,251,251,315,1317,483.40000000000003
258,265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Romance,m265,1992,20,47,153,297,255,255,297,1324,481.4
3133,3362,Dog Day Afternoon (1975),Comedy|Crime|Drama,m3362,1975,7,24,163,362,209,209,362,1336,480.29999999999995
1273,1372,Star Trek VI: The Undiscovered Country (1991),Action|Adventure|Sci-Fi,m1372,1991,53,126,319,364,139,139,364,1504,479.5
1729,1909,"X-Files: Fight the Future, The (1998)",Mystery|Sci-Fi|Thriller,m1909,1998,22,93,370,394,117,117,394,1507,478.1
1005,1077,Sleeper (1973),Comedy|Sci-Fi,m1077,1973,12,36,130,343,223,223,343,1310,476.4
1144,1235,Harold and Maude (1971),Comedy,m1235,1971,12,19,113,251,302,302,251,1250,476.3
702,736,Twister (1996),Action|Adventure|Romance|Thriller,m736,1996,94,195,361,344,116,116,344,1570,475.2
1210,1302,Field of Dreams (1989),Drama,m1302,1989,17,46,154,322,229,229,322,1319,474.9
2415,2617,"Mummy, The (1999)",Action|Adventure|Horror|Thriller,m2617,1999,73,154,288,360,132,132,360,1499,473.8
3277,3510,Frequency (2000),Drama|Thriller,m3510,2000,20,53,199,382,167,167,382,1370,472.1
1171,1263,"Deer Hunter, The (1978)",Drama|War,m1263,1978,12,33,106,264,285,285,264,1249,471.5
3192,3424,Do the Right Thing (1989),Comedy|Drama,m3424,1989,16,54,176,296,239,239,296,1316,471.5
1152,1244,Manhattan (1979),Comedy|Drama|Romance,m1244,1979,5,25,137,290,261,261,290,1269,471.3
1157,1249,Nikita (La Femme Nikita) (1990),Thriller,m1249,1990,10,31,137,322,233,233,322,1288,470.70000000000005
1195,1287,Ben-Hur (1959),Action|Adventure|Drama,m1287,1959,5,33,117,273,276,276,273,1253,470.5
3701,3948,Meet the Parents (2000),Comedy,m3948,2000,35,75,222,367,163,163,367,1392,470.0
1305,1407,Scream (1996),Horror|Thriller,m1407,1996,34,102,232,356,162,162,356,1404,468.6
1193,1285,Heathers (1989),Comedy,m1285,1989,13,61,202,312,215,215,312,1330,467.1
1138,1228,Raging Bull (1980),Drama,m1228,1980,7,16,112,250,292,292,250,1219,464.8
3293,3526,Parenthood (1989),Comedy|Drama,m3526,1989,11,53,208,379,160,160,379,1350,463.7
2740,2948,From Russia with Love (1963),Action,m2948,1963,7,25,192,369,178,178,369,1318,463.3
1177,1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,m1269,1944,4,20,104,275,269,269,275,1216,460.20000000000005
1180,1272,Patton (1970),Drama|War,m1272,1970,3,15,84,248,295,295,248,1188,459.5
3321,3555,U-571 (2000),Action|Thriller,m3555,2000,22,97,284,379,126,126,379,1413,459.3
3512,3755,"Perfect Storm, The (2000)",Action|Adventure|Thriller,m3755,2000,39,143,360,365,106,106,365,1484,459.3
2664,2871,Deliverance (1972),Adventure|Thriller,m2871,1972,13,38,146,314,218,218,314,1261,455.4
2888,3104,Midnight Run (1988),Action|Adventure|Comedy|Crime,m3104,1988,5,43,188,350,179,179,350,1294,453.3
1012,1084,Bonnie and Clyde (1967),Crime|Drama,m1084,1967,3,18,129,296,240,240,296,1222,453.20000000000005
1201,1293,Gandhi (1982),Drama,m1293,1982,5,17,116,273,260,260,273,1204,452.7
2736,2944,"Dirty Dozen, The (1967)",Action|War,m2944,1967,4,26,137,336,204,204,336,1247,452.20000000000005
1613,1777,"Wedding Singer, The (1998)",Comedy|Romance,m1777,1998,35,97,284,374,119,119,374,1402,452.1
1927,2108,L.A. Story (1991),Comedy|Romance,m2108,1991,10,64,241,353,157,157,353,1335,451.4
2932,3148,"Cider House Rules, The (1999)",Drama,m3148,1999,12,35,127,338,199,199,338,1248,450.5
319,329,Star Trek: Generations (1994),Action|Adventure|Sci-Fi,m329,1994,35,128,368,347,112,112,347,1449,449.9
580,594,Snow White and the Seven Dwarfs (1937),Animation|Children's|Musical,m594,1937,17,39,195,306,206,206,306,1275,449.8
515,529,Searching for Bobby Fischer (1993),Drama,m529,1993,4,18,168,330,200,200,330,1250,449.0
2136,2329,American History X (1998),Drama,m2329,1998,2,26,86,237,289,289,237,1166,448.8
2108,2300,"Producers, The (1968)",Comedy|Musical,m2300,1968,7,22,104,261,264,264,261,1183,446.90000000000003
1593,1747,Wag the Dog (1997),Comedy|Drama,m1747,1997,24,120,290,334,139,139,334,1380,445.7
1113,1203,12 Angry Men (1957),Drama,m1203,1957,4,14,73,230,295,295,230,1141,444.70000000000005
1183,1275,Highlander (1986),Action|Adventure,m1275,1986,20,50,162,301,208,208,301,1250,444.3
2707,2915,Risky Business (1983),Comedy,m2915,1983,18,53,291,346,144,144,346,1342,444.20000000000005
3441,3683,Blood Simple (1984),Drama|Film-Noir,m3683,1984,6,16,74,271,261,261,271,1160,443.8
9,10,GoldenEye (1995),Action|Adventure|Thriller,m10,1995,15,87,299,377,110,110,377,1375,443.1
1084,1172,Cinema Paradiso (1988),Comedy|Drama|Romance,m1172,1988,5,17,73,221,299,299,221,1135,442.8
2556,2761,"Iron Giant, The (1999)",Animation|Children's,m2761,1999,12,32,114,270,246,246,270,1190,442.0
3165,3396,"Muppet Movie, The (1979)",Children's|Comedy,m3396,1979,15,39,188,298,204,204,298,1246,440.6
1772,1952,Midnight Cowboy (1969),Drama,m1952,1969,5,30,120,238,270,270,238,1171,440.6
2957,3174,Man on the Moon (1999),Comedy|Drama,m3174,1999,34,116,244,352,128,128,352,1354,440.4
1236,1333,"Birds, The (1963)",Horror,m1333,1963,13,32,184,303,201,201,303,1237,438.79999999999995
1924,2105,Tron (1982),Action|Adventure|Fantasy|Sci-Fi,m2105,1982,48,129,357,302,134,134,302,1406,438.79999999999995
2507,2712,Eyes Wide Shut (1999),Drama,m2712,1999,110,183,219,273,160,160,273,1378,437.5
3271,3504,Network (1976),Comedy|Drama,m3504,1976,9,24,152,262,241,241,262,1191,437.3
2885,3101,Fatal Attraction (1987),Thriller,m3101,1987,19,61,224,360,138,138,360,1300,437.0
2053,2243,Broadcast News (1987),Comedy|Drama|Romance,m2243,1987,7,45,239,347,151,151,347,1287,437.0
1526,1663,Stripes (1981),Comedy,m1663,1981,9,44,182,327,178,178,327,1245,436.1
3664,3911,Best in Show (2000),Comedy,m3911,2000,6,29,106,286,230,230,286,1173,435.40000000000003
3384,3624,Shanghai Noon (2000),Action,m3624,2000,34,42,211,380,124,124,380,1295,435.0
2383,2580,Go (1999),Crime,m2580,1999,12,45,161,323,182,182,323,1228,433.5
1281,1380,Grease (1978),Comedy|Musical|Romance,m1380,1978,37,107,208,277,188,188,277,1282,433.5
2665,2872,Excalibur (1981),Action|Drama|Fantasy|Romance,m2872,1981,11,62,179,293,197,197,293,1232,432.79999999999995
853,914,My Fair Lady (1964),Musical|Romance,m914,1964,7,18,105,246,260,260,246,1142,432.20000000000005
1814,1994,Poltergeist (1982),Horror|Thriller,m1994,1982,22,49,239,333,152,152,333,1280,431.9
2541,2746,Little Shop of Horrors (1986),Comedy|Horror|Musical,m2746,1986,53,137,308,322,116,116,322,1374,429.4
2198,2391,"Simple Plan, A (1998)",Crime|Thriller,m2391,1998,17,57,171,349,151,151,349,1245,429.2
3368,3608,Pee-wee's Big Adventure (1985),Comedy,m3608,1985,85,89,236,294,157,157,294,1312,429.1
3155,3386,JFK (1991),Drama|Mystery,m3386,1991,18,60,198,293,187,187,293,1236,428.6
1979,2160,Rosemary's Baby (1968),Horror|Thriller,m2160,1968,27,58,138,283,206,206,283,1201,428.1
1099,1188,Strictly Ballroom (1992),Comedy|Romance,m1188,1992,19,38,126,267,226,226,267,1169,426.9
2166,2359,Waking Ned Devine (1998),Comedy,m2359,1998,12,45,150,305,191,191,305,1199,426.8
2096,2288,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller,m2288,1982,14,67,184,275,201,201,275,1217,426.4
483,497,Much Ado About Nothing (1993),Comedy|Romance,m497,1993,9,24,132,295,207,207,295,1169,425.8
1052,1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,m1129,1981,24,110,300,331,119,119,331,1334,425.6
2469,2671,Notting Hill (1999),Comedy|Romance,m2671,1999,26,64,214,319,157,157,319,1256,425.4
159,165,Die Hard: With a Vengeance (1995),Action|Thriller,m165,1995,29,85,249,318,144,144,318,1287,424.8
837,898,"Philadelphia Story, The (1940)",Comedy|Romance,m898,1940,5,19,54,222,282,282,222,1086,424.8
155,161,Crimson Tide (1995),Drama|Thriller|War,m161,1995,10,47,212,365,126,126,365,1251,422.70000000000005
2277,2470,Crocodile Dundee (1986),Adventure|Comedy,m2470,1986,21,98,346,365,82,82,365,1359,422.3
2819,3033,Spaceballs (1987),Comedy|Sci-Fi,m3033,1987,76,160,233,293,137,137,293,1329,422.2
1292,1391,Mars Attacks! (1996),Action|Comedy|Sci-Fi|War,m1391,1996,163,240,296,291,84,84,291,1449,419.1
1428,1552,Con Air (1997),Action|Adventure|Thriller,m1552,1997,56,147,333,323,95,95,323,1372,418.8
754,800,Lone Star (1996),Drama|Mystery,m800,1996,8,28,104,254,236,236,254,1120,418.2
1164,1256,Duck Soup (1933),Comedy|War,m1256,1933,10,21,76,214,273,273,214,1081,416.9
3203,3435,Double Indemnity (1944),Crime|Film-Noir,m3435,1944,3,6,48,196,298,298,196,1045,416.8
3457,3699,Starman (1984),Adventure|Drama|Romance|Sci-Fi,m3699,1984,21,103,297,344,100,100,344,1309,415.0
1785,1965,Repo Man (1984),Comedy|Sci-Fi,m1965,1984,27,70,196,279,179,179,279,1209,415.0
841,902,Breakfast at Tiffany's (1961),Drama|Romance,m902,1961,12,42,147,270,205,205,270,1151,413.70000000000005
440,454,"Firm, The (1993)",Drama|Thriller,m454,1993,8,76,278,381,81,81,381,1286,412.0
1356,1466,Donnie Brasco (1997),Crime|Drama,m1466,1997,3,30,199,366,121,121,366,1206,411.5
1877,2058,"Negotiator, The (1998)",Action|Thriller,m2058,1998,10,60,268,356,105,105,356,1260,411.3
327,337,What's Eating Gilbert Grape (1993),Drama,m337,1993,11,36,171,309,166,166,309,1168,409.3
1986,2167,Blade (1998),Action|Adventure|Horror,m2167,1998,52,84,241,290,142,142,290,1241,406.20000000000005
1575,1722,Tomorrow Never Dies (1997),Action|Romance|Thriller,m1722,1997,24,85,320,352,81,81,352,1295,405.1
541,555,True Romance (1993),Action|Crime|Romance,m555,1993,15,30,151,253,209,209,253,1120,404.4
1276,1375,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi,m1375,1984,23,117,385,313,89,89,313,1329,404.2
2173,2366,King Kong (1933),Action|Adventure|Horror,m2366,1933,19,74,229,260,174,174,260,1190,403.0
2565,2770,Bowfinger (1999),Comedy,m2770,1999,43,153,342,310,87,87,310,1332,402.90000000000003
1780,1960,"Last Emperor, The (1987)",Drama|War,m1960,1987,10,29,125,274,198,198,274,1108,402.8
2086,2278,Ronin (1998),Action|Crime|Thriller,m2278,1998,22,88,265,305,126,126,305,1237,401.9
1508,1645,"Devil's Advocate, The (1997)",Crime|Horror|Mystery|Thriller,m1645,1997,38,112,257,290,129,129,290,1245,400.5
2891,3107,Backdraft (1991),Action|Drama,m3107,1991,22,81,350,324,92,92,324,1285,400.2
68,70,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,m70,1996,92,179,256,268,119,119,268,1301,400.09999999999997
907,968,Night of the Living Dead (1968),Horror|Sci-Fi,m968,1968,41,72,171,228,203,203,228,1146,399.1
2307,2501,October Sky (1999),Drama,m2501,1999,6,16,93,249,224,224,249,1061,398.9
1581,1729,Jackie Brown (1997),Crime|Drama,m1729,1997,14,55,198,332,125,125,332,1181,398.3
2866,3082,"World Is Not Enough, The (1999)",Action|Thriller,m3082,1999,32,116,301,319,94,94,319,1275,397.7
291,300,Quiz Show (1994),Drama,m300,1994,2,44,193,349,117,117,349,1171,397.4
358,368,Maverick (1994),Action|Comedy|Western,m368,1994,24,75,279,305,119,119,305,1226,396.20000000000005
2234,2427,"Thin Red Line, The (1998)",Action|Drama|War,m2427,1998,65,126,211,226,175,175,226,1204,396.1
2012,2193,Willow (1988),Action|Adventure|Fantasy,m2193,1988,29,88,268,290,127,127,290,1219,394.3
742,785,Kingpin (1996),Comedy,m785,1996,52,93,192,293,135,135,293,1193,394.0
1969,2150,"Gods Must Be Crazy, The (1980)",Comedy,m2150,1980,23,58,172,275,167,167,275,1137,393.4
486,500,Mrs. Doubtfire (1993),Comedy,m500,1993,36,91,302,303,106,106,303,1247,393.29999999999995
1192,1284,"Big Sleep, The (1946)",Film-Noir|Mystery,m1284,1946,4,5,66,209,257,257,209,1007,392.6
3622,3868,"Naked Gun: From the Files of Police Squad!, The (1988)",Comedy,m3868,1988,38,56,158,277,163,163,277,1132,391.0
1963,2144,Sixteen Candles (1984),Comedy,m2144,1984,9,49,225,294,142,142,294,1155,390.2
1782,1962,Driving Miss Daisy (1989),Drama,m1962,1989,9,32,163,274,174,174,274,1100,389.2
2741,2949,Dr. No (1962),Action,m2949,1962,6,24,151,329,136,136,329,1111,388.9
1441,1569,My Best Friend's Wedding (1997),Comedy|Romance,m1569,1997,33,90,287,313,97,97,313,1230,388.4
2231,2424,You've Got Mail (1998),Comedy|Romance,m2424,1998,41,110,295,273,119,119,273,1230,387.4
15,16,Casino (1995),Drama|Thriller,m16,1995,7,42,196,277,160,160,277,1119,386.9
3566,3809,What About Bob? (1991),Comedy,m3809,1991,31,127,259,286,114,114,286,1217,386.20000000000005
2462,2664,Invasion of the Body Snatchers (1956),Horror|Sci-Fi,m2664,1956,15,36,135,245,197,197,245,1070,386.0
1897,2078,"Jungle Book, The (1967)",Animation|Children's|Comedy|Musical,m2078,1967,12,34,175,286,157,157,286,1107,385.70000000000005
2889,3105,Awakenings (1990),Drama,m3105,1990,5,39,194,304,138,138,304,1122,384.6
1020,1092,Basic Instinct (1992),Mystery|Thriller,m1092,1992,21,82,225,315,108,108,315,1174,383.3
2347,2542,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,m2542,1998,14,45,128,242,196,196,242,1063,383.20000000000005
1200,1292,Being There (1979),Comedy,m1292,1979,13,33,102,228,215,215,228,1034,382.7
2296,2490,Payback (1999),Action|Thriller,m2490,1999,21,79,255,324,94,94,324,1191,382.4
2823,3037,Little Big Man (1970),Comedy|Drama|Western,m3037,1970,5,16,120,257,193,193,257,1041,381.8
1841,2021,Dune (1984),Fantasy|Sci-Fi,m2021,1984,63,127,210,244,145,145,244,1178,381.3
1895,2076,Blue Velvet (1986),Drama|Mystery,m2076,1986,24,60,141,251,178,178,251,1083,380.90000000000003
3218,3450,Grumpy Old Men (1993),Comedy,m3450,1993,30,101,283,293,102,102,293,1204,379.7
1466,1597,Conspiracy Theory (1997),Action|Mystery|Romance|Thriller,m1597,1997,27,104,280,313,87,87,313,1211,379.6
1959,2140,"Dark Crystal, The (1982)",Children's|Fantasy|Sci-Fi,m2140,1982,11,80,207,259,153,153,259,1122,378.6
1161,1253,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi,m1253,1951,2,18,105,208,226,226,208,993,374.0
1696,1876,Deep Impact (1998),Action|Drama|Sci-Fi|Thriller,m1876,1998,68,143,326,288,70,70,288,1253,372.0
246,253,Interview with the Vampire (1994),Drama|Horror,m253,1994,31,78,233,265,131,131,265,1134,371.8
1777,1957,Chariots of Fire (1981),Drama,m1957,1981,18,55,147,232,182,182,232,1048,370.20000000000005
1245,1343,Cape Fear (1991),Thriller,m1343,1991,7,44,207,339,90,90,339,1116,369.9
1980,2161,"NeverEnding Story, The (1984)",Adventure|Children's|Fantasy,m2161,1984,25,76,197,253,148,148,253,1100,369.9
2200,2393,Star Trek: Insurrection (1998),Action|Sci-Fi,m2393,1998,43,102,284,287,91,91,287,1185,368.6
1765,1945,On the Waterfront (1954),Crime|Drama,m1945,1954,3,12,75,181,248,248,181,948,367.90000000000003
1886,2067,Doctor Zhivago (1965),Drama|Romance|War,m2067,1965,6,33,108,188,229,229,188,981,367.1
2482,2686,"Red Violin, The (Le Violon rouge) (1998)",Drama|Mystery,m2686,1998,11,32,115,235,190,190,235,1008,367.1
1825,2005,"Goonies, The (1985)",Adventure|Children's|Fantasy,m2005,1985,30,114,183,248,141,141,248,1105,365.9
1122,1212,"Third Man, The (1949)",Mystery|Thriller,m1212,1949,2,7,45,144,282,282,144,906,365.4
1278,1377,Batman Returns (1992),Action|Adventure|Comedy|Crime,m1377,1992,81,207,443,255,45,45,255,1331,365.2
101,104,Happy Gilmore (1996),Comedy,m104,1996,45,88,154,253,142,142,253,1077,362.29999999999995
861,922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Film-Noir,m922,1950,2,5,43,130,290,290,130,890,362.0
745,788,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,m788,1996,96,194,338,258,62,62,258,1268,362.0
1741,1921,Pi (1998),Sci-Fi|Thriller,m1921,1998,23,52,130,233,175,175,233,1021,361.6
343,353,"Crow, The (1994)",Action|Romance|Thriller,m353,1994,38,103,217,246,130,130,246,1110,360.8
3131,3360,Hoosiers (1986),Drama,m3360,1986,8,22,139,262,159,159,262,1011,360.3
1204,1296,"Room with a View, A (1986)",Drama|Romance,m1296,1986,13,33,103,205,206,206,205,971,358.70000000000005
1156,1248,Touch of Evil (1958),Crime|Film-Noir|Thriller,m1248,1958,3,22,73,179,237,237,179,930,358.2
1223,1320,Alien³ (1992),Action|Horror|Sci-Fi|Thriller,m1320,1992,86,183,344,234,78,78,234,1237,356.6
1843,2023,"Godfather: Part III, The (1990)",Action|Crime|Drama,m2023,1990,41,114,259,257,103,103,257,1134,355.4
2879,3095,"Grapes of Wrath, The (1940)",Drama,m3095,1940,9,21,82,188,221,221,188,930,352.9
3520,3763,F/X (1986),Action|Crime|Thriller,m3763,1986,11,52,246,310,82,82,310,1093,352.6
1873,2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children's|Comedy|Fantasy|Sci-Fi,m2054,1989,72,236,467,230,40,40,230,1315,352.0
427,441,Dazed and Confused (1993),Comedy,m441,1993,18,59,182,227,157,157,227,1027,352.0
3243,3476,Jacob's Ladder (1990),Horror|Mystery|Thriller,m3476,1990,31,69,184,249,134,134,249,1050,351.7
2884,3100,"River Runs Through It, A (1992)",Drama,m3100,1992,11,44,172,255,141,141,255,1019,350.8
2005,2186,Strangers on a Train (1951),Film-Noir|Thriller,m2186,1951,5,5,55,190,227,227,190,899,350.3
1133,1223,"Grand Day Out, A (1992)",Animation|Comedy,m1223,1992,3,4,54,170,242,242,170,885,349.0
1023,1095,Glengarry Glen Ross (1992),Drama,m1095,1992,20,33,123,212,183,183,212,966,348.3
1179,1271,Fried Green Tomatoes (1991),Drama,m1271,1991,11,50,133,248,151,151,248,992,348.29999999999995
2830,3044,Dead Again (1991),Mystery|Romance|Thriller,m3044,1991,6,28,143,273,133,133,273,989,346.2
136,141,"Birdcage, The (1996)",Comedy,m141,1996,16,74,215,273,104,104,273,1059,345.7
495,509,"Piano, The (1993)",Drama|Romance,m509,1993,36,57,128,235,152,152,235,995,345.5
3130,3359,Breaking Away (1979),Drama,m3359,1979,1,18,86,248,167,167,248,935,344.9
259,266,Legends of the Fall (1994),Drama|Romance|War|Western,m266,1994,39,99,207,243,117,117,243,1065,344.4
1779,1959,Out of Africa (1985),Drama|Romance,m1959,1985,21,73,155,230,147,147,230,1003,343.1
494,508,Philadelphia (1993),Drama,m508,1993,7,31,126,247,150,150,247,958,340.70000000000005
1705,1885,"Opposite of Sex, The (1998)",Comedy|Drama,m1885,1998,15,57,145,274,117,117,274,999,340.5
2140,2333,Gods and Monsters (1998),Drama,m2333,1998,15,33,136,255,139,139,255,972,340.4
2439,2641,Superman II (1980),Action|Adventure|Sci-Fi,m2641,1980,43,156,331,251,65,65,251,1162,340.2
